# Constructed from biom file																																																																				
#OTU ID	A1-JM2s-2-2621739	A2-Joya3s-2-2621747	A3-J6r-2-2621805	A7-Cueva2s-2-2621837	A8-JM2r-2-2621845	A9-Q4r-2-2621903	A10-QM6r-2-2621911	A11-Cueva3r-2-2621919	A12-QM6s-2-2621927	B1-Base1s-2-2621740	B2-Joya2s-2-2621748	B3-JM3r-2-2621806	B7-NEG1-2-2621838	B8-JM1r-2-2621846	B9-Q3r-2-2621904	B10-QM5r-2-2621912	B11-Cueva2r-2-2621920	B12-QM2s-2-2621928	C1-Cueva5s-2-2621741	C2-NEG3-2-2621749	C3-JM4r-2-2621807	C7-POS1-2-2621839	C8-NEG4-2-2621847	C9-Q2r-2-2621905	C10-QM4r-2-2621913	C11-Cueva1r-2-2621921	C12-Base3r-2-2621929	D1-Cueva4s-2-2621742	D2-POS3-2-2621750	D3-JM6r-2-2621808	D8-J5r-2-2621848	D9-Q1r-2-2621906	D10-QM3r-2-2621914	D11-Joya9r-2-2621922	D12-Base1r-2-2621930	E1-Cueva3s-2-2621743	E2-Joya2r-2-2621801	E3-J1s-2-2621809	E8-J4r-2-2621849	E9-JM5r-2-2621907	E10-QM2r-2-2621915	E11-Joya8r-2-2621923	E12-Cueva5r-2-2621931	F1-Cueva1s-2-2621744	F2-Q3s-2-2621802	F3-J5s-2-2621810	F8-J3r-2-2621850	F9-QM1s-2-2621908	F10-QM1r-2-2621916	F11-Joya7r-2-2621924	F12-Cueva4r-2-2621932	G1-Joya9s-2-2621745	G2-Q1s-2-2621803	G3-JM1s-2-2621811	G8-J2r-2-2621901	G9-POS2-2-2621909	G10-Q6r-2-2621917	G11-Joya3r-2-2621925	G12-Base3s-2-2621933	H1-Joya7s-2-2621746	H2-JM6s-2-2621804	H3-Joya8s-2-2621812	H8-J1r-2-2621902	H9-NEG2-2-2621910	H10-Q5r-2-2621918	H11-J3s-2-2621926	H12-Q6s-2-2621934	taxonomy
OTU473	0	0	0	0	0	0	0	0	0	0	1360	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Sebacinales; f__; g__; s__
OTU474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__am; k__Fungi; p__ Glomeromycota; c__ Glomeromycetes; o__ Diversisporales; f__; g__; s__
OTU475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Leotiomycetes; o__ Helotiales; f__ Leotiaceae; g__ Leotia; s__ Leotia lubrica
OTU476	0	0	0	1584	0	0	0	0	0	5960	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Mucoromycota; c__ Mucoromycetes; o__ Mucorales; f__ Cunninghamellaceae; g__ Absidia; s__ Absidia psychrophilia
OTU477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	612	0	0	0	0	0	0	0	0	134	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Dothideomycetes; o__ Venturiales; f__; g__; s__
OTU479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Dothideomycetes; o__ Pleosporales; f__ Cucurbitariaceae; g__ Pyrenochaeta; s__
OTU480	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	95	0	1	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Leotiomycetes; o__; f__; g__; s__
OTU481	0	0	0	0	0	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Inocybaceae; g__ Inocybe; s__
OTU482	1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Polyporales; f__ Fomitopsidaceae; g__ Skeletocutis; s__ Skeletocutis odora
OTU483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Cortinariaceae; g__ Cortinarius; s__ Cortinarius semirubicundulus
OTU484	0	0	0	0	0	0	0	0	27	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	1	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Sordariomycetes; o__ Hypocreales; f__; g__; s__
OTU485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Entolomataceae; g__ Entoloma; s__
OTU486	0	0	25	0	77	0	0	0	0	0	0	68	0	0	0	0	0	19	0	0	900	0	1	0	0	0	0	0	0	627	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Sordariomycetes; o__ Sordariales; f__; g__; s__
OTU487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Leotiomycetes; o__ Thelebolales; f__ Pseudeurotiaceae; g__ Geomyces; s__
OTU488	0	0	0	0	0	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	1815	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Sebacinales; f__ Sebacinaceae; g__ Sebacina; s__
OTU489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	55	0	0	497	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Sordariomycetes; o__ Hypocreales; f__; g__; s__
OTU490	0	0	0	5	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Leotiomycetes; o__ Helotiales; f__; g__; s__
OTU491	0	0	0	0	0	0	0	0	0	1247	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Ascomycota; c__ Dothideomycetes; o__ Mytilinidales; f__ Gloniaceae; g__ Cenococcum; s__
OTU492	0	0	29	0	0	0	0	0	0	0	0	776	0	7	0	21	0	13	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	t__nomyc; a__sap; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Lycoperdaceae; g__ Lycoperdon; s__ Lycoperdon ericaeum
OTU493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952	2	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Eurotiomycetes; o__ Chaetothyriales; f__; g__; s__
OTU494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Sebacinales; f__ Sebacinaceae; g__ Sebacina; s__
OTU495	0	0	0	0	0	12	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Sebacinales; f__ Sebacinaceae; g__ Sebacina; s__
OTU496	0	100	0	0	0	0	0	0	0	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Orbiliomycetes; o__ Orbiliales; f__; g__; s__
OTU497	0	0	134	0	871	0	0	0	0	0	0	225	0	22	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Dothideomycetes; o__ Capnodiales; f__; g__; s__
OTU499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Pleurotaceae; g__ Pleurotus; s__
OTU500	0	0	5	0	0	0	0	0	0	0	0	1115	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__; g__; s__
OTU502	0	0	0	0	7	142	735	0	254	0	0	59	0	0	6	0	0	82	0	0	0	0	0	58	223	0	0	0	0	0	30	10	47	0	0	0	0	0	0	200	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	26	0	75	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Eurotiomycetes; o__ Chaetothyriales; f__ Herpotrichiellaceae; g__ Cladophialophora; s__
OTU503	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	1534	0	0	0	0	0	0	0	0	0	0	0	0	0	79	t__myc; a__ecm; k__Fungi; p__ Ascomycota; c__ Pezizomycetes; o__ Pezizales; f__ Pyronemataceae; g__ Tarzetta; s__
OTU504	0	0	0	49	0	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Dothideomycetes; o__; f__; g__; s__
OTU505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	703	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Ascomycota; c__ Leotiomycetes; o__ Helotiales; f__ Leotiaceae; g__ Pezoloma; s__ Pezoloma ericae
OTU506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__; g__; s__
OTU507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Thelephorales; f__; g__; s__
OTU508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Dothideomycetes; o__ Capnodiales; f__; g__; s__
OTU509	1279	0	76	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Atheliales; f__ Atheliaceae; g__ Tylospora; s__
OTU510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	0	1	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__; g__; s__
OTU511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1185	0	0	0	0	0	0	0	0	27	90	0	0	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Ascomycota; c__ Eurotiomycetes; o__ Chaetothyriales; f__ Herpotrichiellaceae; g__; s__
OTU512	0	0	0	0	0	0	0	0	0	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	0	0	0	0	0	91	0	0	0	0	0	0	0	81	t__nomyc; a__unknown; k__Fungi; p__ Mortierellomycota; c__ Mortierellomycetes; o__ Mortierellales; f__ Mortierellaceae; g__ Mortierella; s__
OTU513	0	0	0	0	0	0	0	0	0	1968	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Mucoromycota; c__ Umbelopsidomycetes; o__ Umbelopsidales; f__ Umbelopsidaceae; g__ Umbelopsis; s__
OTU514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776	0	57	0	0	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Clavariaceae; g__; s__
OTU515	0	0	2	1071	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Pezizomycetes; o__ Pezizales; f__; g__; s__
OTU516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Pezizomycetes; o__ Pezizales; f__ Pyronemataceae; g__; s__
OTU517	0	0	0	0	0	0	0	0	0	86	1552	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__; f__; g__; s__
OTU518	0	0	0	0	0	0	0	0	168	0	0	1026	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	3	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Archaeorhizomycetes; o__ Archaeorhizomycetales; f__ Archaeorhizomycetaceae; g__ Archaeorhizomyces; s__
OTU519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Clavariaceae; g__ Clavulinopsis; s__
OTU520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	0	0	5	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Ascomycota; c__; o__; f__; g__; s__
OTU521	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Sordariomycetes; o__ Hypocreales; f__; g__; s__
OTU522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	1	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Eurotiomycetes; o__ Chaetothyriales; f__ Herpotrichiellaceae; g__ Cladophialophora; s__
OTU523	0	0	0	0	0	0	0	0	0	2028	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Leotiomycetes; o__ Helotiales; f__ Helotiaceae; g__ Crocicreas; s__
OTU524	0	0	0	0	0	0	100	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Ascomycota; c__ Lecanoromycetes; o__ Ostropales; f__; g__; s__
OTU525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Ascomycota; c__ Pezizomycetes; o__ Pezizales; f__ Pyronemataceae; g__ Pustularia; s__
OTU526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Sebacinales; f__ Sebacinaceae; g__ Sebacina; s__
OTU527	0	142	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	26	0	0	0	0	0	t__unknown; a__unknown; k__Fungi; p__ Basidiomycota; c__ Microbotryomycetes; o__ Incertae sedis; f__ Chrysozymaceae; g__ Slooffia; s__ Slooffia cresolica
OTU528	0	0	0	0	11	0	0	0	23	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Ascomycota; c__ Eurotiomycetes; o__ Chaetothyriales; f__ Cyphellophoraceae; g__ Cyphellophora; s__
OTU529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1129	1	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	t__myc; a__ecm; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Agaricales; f__ Cortinariaceae; g__ Cortinarius; s__
OTU533	0	22	19	0	0	20	0	0	0	12	7	159	0	3	0	4	0	64	362	0	0	0	0	30	131	192	0	12	0	0	0	0	6	0	0	9	0	0	0	7	3	0	0	13	0	0	0	277	0	0	10	0	240	0	0	0	0	3	33	3	2	6	0	0	0	0	92	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Eurotiomycetes; o__ Eurotiales; f__ Aspergillaceae; g__ Penicillium; s__ Penicillium turbatum
OTU534	0	0	0	0	0	0	750	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Sordariomycetes; o__ Hypocreales; f__; g__; s__
OTU535	0	0	4	1653	0	0	0	0	0	284	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Mucoromycota; c__ Umbelopsidomycetes; o__ Umbelopsidales; f__ Umbelopsidaceae; g__ Umbelopsis; s__ Umbelopsis vinacea
OTU536	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	187	0	3525	0	1	0	0	0	0	732	0	0	0	0	0	0	2918	0	0	0	0	0	0	0	39	2028	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	0	2669	t__nomyc; a__endo; k__Fungi; p__ Ascomycota; c__ Leotiomycetes; o__ Helotiales; f__; g__ Cadophora; s__ Cadophora finlandica
OTU537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Basidiomycota; c__ Agaricomycetes; o__ Trechisporales; f__ Hydnodontaceae; g__ Trechispora; s__ Trechispora stellulata
OTU538	1290	0	247	0	115	0	0	0	0	0	0	15	0	0	0	41	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	752	0	0	2	0	0	0	t__nomyc; a__sap; k__Fungi; p__ Ascomycota; c__ Eurotiomycetes; o__ Chaetothyriales; f__ Herpotrichiellaceae; g__ Cladophialophora; s__
OTU539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t__nomyc; a__unknown; k__Fungi; p__ Ascomycota; c__ Sordariomycetes; o__ Glomerellales; f__ Glomerellaceae; g__ Colletotrichum; s__
